"Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date"
208.210510253906,-79.5466918945312,71.2453002929688,49.4396209716797,7.97747802734375,0,0,2.88851770164911e-05,0,1.61865045811282e-08,0,292.871948242188,292.871948242188,0,0,6.95061588287354,343.999816894531,1677.23571777344,3.54266060931252e-09,2.49621757575369e-06,2.63854199147318e-05,0.000557305989786983,0,0.0210755337029696,1677.23596191406,1333.23547363281,3.46293330192566,0,291.584655761719,0.0109424730762839,97693.75,232.888214111328,331.195159912109,"20070521.020.nc4"
