"Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date"
207.659545898438,-62.8353118896484,87.2578277587891,46.1602897644043,11.4038028717041,0,0,3.53771793015767e-05,0,9.80488934487767e-08,0,300.073852539062,300.073852539062,0,0,7.73535585403442,398.775024414062,1838.13195800781,-2.98068902893078e-09,7.31006639398402e-06,2.80700987786986e-05,0.00200554425828159,0,0.0180226694792509,1838.13366699219,1439.35668945312,2.17276978492737,0,298.76953125,0.017507515847683,97593.8515625,231.273818969727,394.748565673828,"20020730.020.nc4"
