"Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date"
239.370254516602,-71.093620300293,104.234268188477,43.7447929382324,20.2937774658203,0,0,4.22599950979929e-05,0,4.73912002973975e-08,0,300.665863037109,300.665863037109,0,0,7.40260219573975,371.833129882812,1780.18176269531,-1.28087473960647e-09,9.47508669923991e-06,3.27861853293143e-05,0.0019455241272226,0,0.016151063144207,1780.18408203125,1408.34899902344,2.03187656402588,0,299.645660400391,0.0167502146214247,97765.0546875,266.502075195312,390.103149414062,"20080708.020.nc4"
