"Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date"
63.9068412780762,-53.4859771728516,10.3432483673096,5.23116779327393,-10.1562490463257,0,0,6.09201424595085e-06,0,2.23865175286164e-08,0,267.025421142578,267.025421142578,10.9811153411865,0.173313975334167,7.15560245513916,355.686767578125,1715.45068359375,5.27295433982999e-08,-4.04219911123889e-14,4.14076293964172e-06,0.00315730227157474,1.89852232779231e-06,0.0102990539744496,1726.43505859375,1359.76403808594,4.22252368927002,0,267.251068115234,0.00183968537021428,98519.03125,91.8174133300781,225.985305786133,"20000205.020.nc4"
