"total","white","black","native","asian","hisp","pct_white","pct_black","pct_native","pct_asian","pct_hisp"
1199.57665324818,1021.71433840269,86.2959607253726,23.707092697907,22.7569314004379,20.6111097122733,85.1729095957406,7.19386797764883,1.97628827084235,1.8970802189937,1.71819863753292
