"total","white","black","native","asian","hisp","pct_white","pct_black","pct_native","pct_asian","pct_hisp"
47.8045065664892,41.3225395744229,2.53201835627591,0,1.72177248226762,0.911526608259329,86.4406779661017,5.29661016949153,0,3.60169491525424,1.90677966101695
