"date","station_num","pm25"
"20100901.tif",1,5.45550537109375
"20100901.tif",2,5.71063470840454
"20100901.tif",3,5.38977575302124
"20100901.tif",4,5.65383911132812
"20100901.tif",5,5.87888622283936
"20100901.tif",6,5.71063470840454
"20100901.tif",7,5.71063470840454
"20100901.tif",8,5.61701059341431
"20100901.tif",9,4.95496320724487
"20100901.tif",10,5.45550537109375
"20100901.tif",11,5.95584714412689
"20100901.tif",12,5.53749132156372
"20100901.tif",13,5.09512507915497
"20100901.tif",14,6.15203869342804
"20100901.tif",15,5.12424564361572
"20100901.tif",16,5.22374391555786
"20100901.tif",17,5.7531681060791
"20100901.tif",18,5.21660900115967
"20100901.tif",19,5.81202459335327
"20100901.tif",20,5.50379419326782
"20100901.tif",21,5.22374391555786
"20100901.tif",22,5.14121246337891
"20100901.tif",23,4.9910329580307
"20100901.tif",24,5.51069593429565
"20100901.tif",25,5.35245013237
"20100901.tif",26,5.37221777439117
"20100901.tif",27,5.03529834747314
"20100901.tif",28,5.22374391555786
"20100901.tif",29,5.52165842056274
"20100901.tif",30,6.77194738388062
"20100901.tif",31,5.15936648845673
"20100901.tif",32,6.18770778179169
"20100901.tif",33,5.83566856384277
"20100901.tif",34,5.22374391555786
"20100901.tif",35,5.14330005645752
"20100901.tif",36,5.09512507915497
"20100901.tif",37,5.04781532287598
"20100902.tif",1,4.07568883895874
"20100902.tif",2,3.45144355297089
"20100902.tif",3,2.89697957038879
"20100902.tif",4,3.31135648488998
"20100902.tif",5,3.39706009626389
"20100902.tif",6,3.45144355297089
"20100902.tif",7,3.45144355297089
"20100902.tif",8,3.93154215812683
"20100902.tif",9,3.71247625350952
"20100902.tif",10,4.07568883895874
"20100902.tif",11,4.08201813697815
"20100902.tif",12,3.78022289276123
"20100902.tif",13,3.26611131429672
"20100902.tif",14,3.68395256996155
"20100902.tif",15,3.47001814842224
"20100902.tif",16,3.38099384307861
"20100902.tif",17,3.69508928060532
"20100902.tif",18,3.05592757463455
"20100902.tif",19,3.7625687122345
"20100902.tif",20,3.09116041660309
"20100902.tif",21,3.38099384307861
"20100902.tif",22,3.02449893951416
"20100902.tif",23,3.11834365129471
"20100902.tif",24,4.07721543312073
"20100902.tif",25,3.9199184179306
"20100902.tif",26,3.38794672489166
"20100902.tif",27,3.19811701774597
"20100902.tif",28,3.38099384307861
"20100902.tif",29,3.72545051574707
"20100902.tif",30,4.18947076797485
"20100902.tif",31,3.63240307569504
"20100902.tif",32,3.58689647912979
"20100902.tif",33,3.65008401870728
"20100902.tif",34,3.38099384307861
"20100902.tif",35,3.62704682350159
"20100902.tif",36,3.26611131429672
"20100902.tif",37,3.02627730369568
"20100903.tif",1,3.49756145477295
"20100903.tif",2,2.9195568561554
"20100903.tif",3,2.82645058631897
"20100903.tif",4,3.28309607505798
"20100903.tif",5,3.22147816419601
"20100903.tif",6,2.9195568561554
"20100903.tif",7,2.9195568561554
"20100903.tif",8,3.34651374816895
"20100903.tif",9,2.96530103683472
"20100903.tif",10,3.49756145477295
"20100903.tif",11,3.5234631896019
"20100903.tif",12,3.46028685569763
"20100903.tif",13,3.31452947854996
"20100903.tif",14,3.64375108480453
"20100903.tif",15,2.88280534744263
"20100903.tif",16,3.18754982948303
"20100903.tif",17,3.43323314189911
"20100903.tif",18,2.92533755302429
"20100903.tif",19,3.45078611373901
"20100903.tif",20,2.76078963279724
"20100903.tif",21,3.18754982948303
"20100903.tif",22,3.16640591621399
"20100903.tif",23,3.19532829523087
"20100903.tif",24,3.34091764688492
"20100903.tif",25,3.30503571033478
"20100903.tif",26,3.35376036167145
"20100903.tif",27,3.12300652265549
"20100903.tif",28,3.18754982948303
"20100903.tif",29,3.26744103431702
"20100903.tif",30,4.08725452423096
"20100903.tif",31,3.20363807678223
"20100903.tif",32,3.48374909162521
"20100903.tif",33,3.20560598373413
"20100903.tif",34,3.18754982948303
"20100903.tif",35,3.1993396282196
"20100903.tif",36,3.31452947854996
"20100903.tif",37,2.97801089286804
"20100904.tif",1,3.88993859291077
"20100904.tif",2,4.12613916397095
"20100904.tif",3,3.46022510528564
"20100904.tif",4,3.81580287218094
"20100904.tif",5,4.21825641393661
"20100904.tif",6,4.12613916397095
"20100904.tif",7,4.12613916397095
"20100904.tif",8,3.87237524986267
"20100904.tif",9,3.12566757202148
"20100904.tif",10,3.88993859291077
"20100904.tif",11,3.82592207193375
"20100904.tif",12,3.52139925956726
"20100904.tif",13,3.30823183059692
"20100904.tif",14,4.59468376636505
"20100904.tif",15,2.96984219551086
"20100904.tif",16,3.41234803199768
"20100904.tif",17,3.69859105348587
"20100904.tif",18,2.9045045375824
"20100904.tif",19,3.76414942741394
"20100904.tif",20,3.99376726150513
"20100904.tif",21,3.41234803199768
"20100904.tif",22,2.93225884437561
"20100904.tif",23,3.11691361665726
"20100904.tif",24,3.83816915750504
"20100904.tif",25,3.80880069732666
"20100904.tif",26,3.50074869394302
"20100904.tif",27,2.96962946653366
"20100904.tif",28,3.41234803199768
"20100904.tif",29,4.39673852920532
"20100904.tif",30,5.483971118927
"20100904.tif",31,3.40290325880051
"20100904.tif",32,4.47302389144897
"20100904.tif",33,3.6330304145813
"20100904.tif",34,3.41234803199768
"20100904.tif",35,3.31689786911011
"20100904.tif",36,3.30823183059692
"20100904.tif",37,3.01449799537659
"20100905.tif",1,10.0967397689819
"20100905.tif",2,9.40057039260864
"20100905.tif",3,9.3081750869751
"20100905.tif",4,9.83863043785095
"20100905.tif",5,9.71390533447266
"20100905.tif",6,9.40057039260864
"20100905.tif",7,9.40057039260864
"20100905.tif",8,9.91316223144531
"20100905.tif",9,8.34392738342285
"20100905.tif",10,10.0967397689819
"20100905.tif",11,10.0452558994293
"20100905.tif",12,9.03783798217773
"20100905.tif",13,9.38819098472595
"20100905.tif",14,9.9030442237854
"20100905.tif",15,8.7129430770874
"20100905.tif",16,8.73746204376221
"20100905.tif",17,9.87685513496399
"20100905.tif",18,9.25358629226685
"20100905.tif",19,9.76046466827393
"20100905.tif",20,9.61699771881104
"20100905.tif",21,8.73746204376221
"20100905.tif",22,9.25136661529541
"20100905.tif",23,9.18031692504883
"20100905.tif",24,10.1636378765106
"20100905.tif",25,10.0506472587585
"20100905.tif",26,9.60471820831299
"20100905.tif",27,8.97266840934753
"20100905.tif",28,8.73746204376221
"20100905.tif",29,9.0530366897583
"20100905.tif",30,10.314359664917
"20100905.tif",31,8.55916309356689
"20100905.tif",32,9.99501276016235
"20100905.tif",33,9.5364818572998
"20100905.tif",34,8.73746204376221
"20100905.tif",35,8.59912204742432
"20100905.tif",36,9.38819098472595
"20100905.tif",37,8.95785331726074
"20100906.tif",1,8.81539440155029
"20100906.tif",2,8.62607431411743
"20100906.tif",3,8.00318622589111
"20100906.tif",4,8.54111075401306
"20100906.tif",5,8.84166157245636
"20100906.tif",6,8.62607431411743
"20100906.tif",7,8.62607431411743
"20100906.tif",8,8.72429847717285
"20100906.tif",9,7.95438241958618
"20100906.tif",10,8.81539440155029
"20100906.tif",11,8.97905206680298
"20100906.tif",12,8.32332229614258
"20100906.tif",13,8.59180855751038
"20100906.tif",14,9.2720046043396
"20100906.tif",15,7.94290494918823
"20100906.tif",16,7.70060110092163
"20100906.tif",17,8.87142777442932
"20100906.tif",18,7.51010322570801
"20100906.tif",19,8.75904846191406
"20100906.tif",20,8.81710624694824
"20100906.tif",21,7.70060110092163
"20100906.tif",22,8.45949745178223
"20100906.tif",23,8.35001659393311
"20100906.tif",24,8.91078901290894
"20100906.tif",25,8.63041162490845
"20100906.tif",26,8.73469638824463
