"date","station_num","pm25"
"20101201.tif",1,6.0823712348938
"20101201.tif",2,5.06134343147278
"20101201.tif",3,4.68559169769287
"20101201.tif",4,4.88919258117676
"20101201.tif",5,5.2757054567337
"20101201.tif",6,5.06134343147278
"20101201.tif",7,5.06134343147278
"20101201.tif",8,6.09704732894897
"20101201.tif",9,4.43873310089111
"20101201.tif",10,6.0823712348938
"20101201.tif",11,6.57290852069855
"20101201.tif",12,4.57193803787231
"20101201.tif",13,4.76498079299927
"20101201.tif",14,5.32756125926971
"20101201.tif",15,4.44113922119141
"20101201.tif",16,4.03326416015625
"20101201.tif",17,6.01825594902039
"20101201.tif",18,4.59763038158417
"20101201.tif",19,6.4009108543396
"20101201.tif",20,4.86679935455322
"20101201.tif",21,4.03326416015625
"20101201.tif",22,4.43765592575073
"20101201.tif",23,4.52463245391846
"20101201.tif",24,6.06939232349396
"20101201.tif",25,6.01545405387878
"20101201.tif",26,5.23570215702057
"20101201.tif",27,4.53165650367737
"20101201.tif",28,4.03326416015625
"20101201.tif",29,5.50495147705078
"20101201.tif",30,5.79441738128662
"20101201.tif",31,4.33622252941132
"20101201.tif",32,5.41617441177368
"20101201.tif",33,6.56425619125366
"20101201.tif",34,4.03326416015625
"20101201.tif",35,4.35404634475708
"20101201.tif",36,4.76498079299927
"20101201.tif",37,4.50495290756226
"20101202.tif",1,9.23737335205078
"20101202.tif",2,9.93605136871338
"20101202.tif",3,8.93578243255615
"20101202.tif",4,9.1441388130188
"20101202.tif",5,9.51277136802673
"20101202.tif",6,9.93605136871338
"20101202.tif",7,9.93605136871338
"20101202.tif",8,9.26206684112549
"20101202.tif",9,7.4241771697998
"20101202.tif",10,9.23737335205078
"20101202.tif",11,9.37173819541931
"20101202.tif",12,8.73855018615723
"20101202.tif",13,9.0885181427002
"20101202.tif",14,9.91842031478882
"20101202.tif",15,7.94828081130981
"20101202.tif",16,7.45735692977905
"20101202.tif",17,9.23263382911682
"20101202.tif",18,9.04794645309448
"20101202.tif",19,9.18921661376953
"20101202.tif",20,9.77668333053589
"20101202.tif",21,7.45735692977905
"20101202.tif",22,8.9734411239624
"20101202.tif",23,8.89811897277832
"20101202.tif",24,9.27354025840759
"20101202.tif",25,9.49965858459473
"20101202.tif",26,9.09413886070251
"20101202.tif",27,8.79562616348267
"20101202.tif",28,7.45735692977905
"20101202.tif",29,10.0685234069824
"20101202.tif",30,10.3178863525391
"20101202.tif",31,7.68935739994049
"20101202.tif",32,9.91394853591919
"20101202.tif",33,9.19389724731445
"20101202.tif",34,7.45735692977905
"20101202.tif",35,8.32122325897217
"20101202.tif",36,9.0885181427002
"20101202.tif",37,8.75380420684814
"20101203.tif",1,12.3200740814209
"20101203.tif",2,12.9926819801331
"20101203.tif",3,11.13463306427
"20101203.tif",4,12.102019071579
"20101203.tif",5,12.9095335006714
"20101203.tif",6,12.9926819801331
"20101203.tif",7,12.9926819801331
"20101203.tif",8,12.3722124099731
"20101203.tif",9,10.6660385131836
"20101203.tif",10,12.3200740814209
"20101203.tif",11,12.4592142105103
"20101203.tif",12,12.0960865020752
"20101203.tif",13,12.6864347457886
"20101203.tif",14,13.7023768424988
"20101203.tif",15,11.0235013961792
"20101203.tif",16,10.5163469314575
"20101203.tif",17,12.2838943004608
"20101203.tif",18,11.2012672424316
"20101203.tif",19,12.059383392334
"20101203.tif",20,12.4912719726562
"20101203.tif",21,10.5163469314575
"20101203.tif",22,12.5135354995728
"20101203.tif",23,12.4304723739624
"20101203.tif",24,12.5164144039154
"20101203.tif",25,12.756697177887
"20101203.tif",26,12.4131307601929
"20101203.tif",27,12.1159353256226
"20101203.tif",28,10.5163469314575
"20101203.tif",29,14.5702905654907
"20101203.tif",30,13.7954587936401
"20101203.tif",31,10.7938685417175
"20101203.tif",32,13.7033548355103
"20101203.tif",33,12.126877784729
"20101203.tif",34,10.5163469314575
"20101203.tif",35,11.7276983261108
"20101203.tif",36,12.6864347457886
"20101203.tif",37,11.7547149658203
"20101204.tif",1,7.16923809051514
"20101204.tif",2,7.45785093307495
"20101204.tif",3,6.42817735671997
"20101204.tif",4,6.7845892906189
"20101204.tif",5,7.45326495170593
"20101204.tif",6,7.45785093307495
"20101204.tif",7,7.45785093307495
"20101204.tif",8,7.28289079666138
"20101204.tif",9,6.20612049102783
"20101204.tif",10,7.16923809051514
"20101204.tif",11,7.2811244726181
"20101204.tif",12,6.84296083450317
"20101204.tif",13,6.78866243362427
"20101204.tif",14,7.75025737285614
"20101204.tif",15,6.18810749053955
"20101204.tif",16,5.7505464553833
"20101204.tif",17,6.91335844993591
"20101204.tif",18,6.24371469020844
"20101204.tif",19,6.99281120300293
"20101204.tif",20,6.9081346988678
"20101204.tif",21,5.7505464553833
"20101204.tif",22,6.75505685806274
"20101204.tif",23,6.76871204376221
"20101204.tif",24,7.22068822383881
"20101204.tif",25,7.51068258285522
"20101204.tif",26,6.73812294006348
"20101204.tif",27,6.78906583786011
"20101204.tif",28,5.7505464553833
"20101204.tif",29,7.52334070205688
"20101204.tif",30,8.0515251159668
"20101204.tif",31,6.15818440914154
"20101204.tif",32,7.68814039230347
"20101204.tif",33,7.19160509109497
"20101204.tif",34,5.7505464553833
"20101204.tif",35,6.44693040847778
"20101204.tif",36,6.78866243362427
"20101204.tif",37,6.70123147964478
"20101205.tif",1,11.0538454055786
"20101205.tif",2,10.7783098220825
"20101205.tif",3,9.12873077392578
"20101205.tif",4,9.77837872505188
"20101205.tif",5,10.7154579162598
