"date","station_num","pm25"
"20050801.tif",1,22.2943859100342
"20050801.tif",2,22.6628913879395
"20050801.tif",3,22.5363273620605
"20050801.tif",4,23.4352216720581
"20050801.tif",5,23.8075518608093
"20050801.tif",6,22.6628913879395
"20050801.tif",7,22.6628913879395
"20050801.tif",8,21.6774005889893
"20050801.tif",9,21.9026832580566
"20050801.tif",10,22.2943859100342
"20050801.tif",11,22.1586656570435
"20050801.tif",12,22.0306339263916
"20050801.tif",13,22.0730028152466
"20050801.tif",14,23.4122090339661
"20050801.tif",15,22.3188400268555
"20050801.tif",16,21.0917072296143
"20050801.tif",17,22.0642528533936
"20050801.tif",18,22.7998986244202
"20050801.tif",19,22.139518737793
"20050801.tif",20,22.2214822769165
"20050801.tif",21,21.0917072296143
"20050801.tif",22,22.108470916748
"20050801.tif",23,21.9906558990479
"20050801.tif",24,22.0922436714172
"20050801.tif",25,22.136004447937
"20050801.tif",26,21.9877109527588
"20050801.tif",27,22.0479774475098
"20050801.tif",28,21.0917072296143
"20050801.tif",29,23.8082637786865
"20050801.tif",30,23.1255512237549
"20050801.tif",31,21.3609700202942
"20050801.tif",32,23.1838688850403
"20050801.tif",33,22.1283264160156
"20050801.tif",34,21.0917072296143
"20050801.tif",35,21.4502582550049
"20050801.tif",36,22.0730028152466
"20050801.tif",37,21.8126983642578
"20050801.tif",1,22.2943859100342
"20050801.tif",2,22.6628913879395
"20050801.tif",3,22.5363273620605
"20050801.tif",4,23.4352216720581
"20050801.tif",5,23.8075518608093
"20050801.tif",6,22.6628913879395
"20050801.tif",7,22.6628913879395
"20050801.tif",8,21.6774005889893
"20050801.tif",9,21.9026832580566
"20050801.tif",10,22.2943859100342
"20050801.tif",11,22.1586656570435
"20050801.tif",12,22.0306339263916
"20050801.tif",13,22.0730028152466
"20050801.tif",14,23.4122090339661
"20050801.tif",15,22.3188400268555
"20050801.tif",16,21.0917072296143
"20050801.tif",17,22.0642528533936
"20050801.tif",18,22.7998986244202
"20050801.tif",19,22.139518737793
"20050801.tif",20,22.2214822769165
"20050801.tif",21,21.0917072296143
"20050801.tif",22,22.108470916748
"20050801.tif",23,21.9906558990479
"20050801.tif",24,22.0922436714172
"20050801.tif",25,22.136004447937
"20050801.tif",26,21.9877109527588
"20050801.tif",27,22.0479774475098
"20050801.tif",28,21.0917072296143
"20050801.tif",29,23.8082637786865
"20050801.tif",30,23.1255512237549
"20050801.tif",31,21.3609700202942
"20050801.tif",32,23.1838688850403
"20050801.tif",33,22.1283264160156
"20050801.tif",34,21.0917072296143
"20050801.tif",35,21.4502582550049
"20050801.tif",36,22.0730028152466
"20050801.tif",37,21.8126983642578
"20050801.tif",1,22.2943859100342
"20050801.tif",2,22.6628913879395
"20050801.tif",3,22.5363273620605
"20050801.tif",4,23.4352216720581
"20050801.tif",5,23.8075518608093
