"date","station_num","pm25"
"20120901.tif",1,4.45827722549438
"20120901.tif",2,4.34720945358276
"20120901.tif",3,3.29989552497864
"20120901.tif",4,3.78495442867279
"20120901.tif",5,3.52647435665131
"20120901.tif",6,4.34720945358276
"20120901.tif",7,4.34720945358276
"20120901.tif",8,3.46486473083496
"20120901.tif",9,4.21043968200684
"20120901.tif",10,4.45827722549438
"20120901.tif",11,3.67979091405869
"20120901.tif",12,3.54877758026123
"20120901.tif",13,3.94924676418304
"20120901.tif",14,3.72956997156143
"20120901.tif",15,4.36090564727783
"20120901.tif",16,2.99884271621704
"20120901.tif",17,3.66602927446365
"20120901.tif",18,3.26220577955246
"20120901.tif",19,3.26385188102722
"20120901.tif",20,4.25336050987244
"20120901.tif",21,2.99884271621704
"20120901.tif",22,3.67423057556152
"20120901.tif",23,3.6949337720871
"20120901.tif",24,4.18749105930328
"20120901.tif",25,4.07212138175964
"20120901.tif",26,3.84251004457474
"20120901.tif",27,3.45556104183197
"20120901.tif",28,2.99884271621704
"20120901.tif",29,3.14929509162903
"20120901.tif",30,5.16268920898438
"20120901.tif",31,3.57600682973862
"20120901.tif",32,3.71412152051926
"20120901.tif",33,3.15422582626343
"20120901.tif",34,2.99884271621704
"20120901.tif",35,3.86202311515808
"20120901.tif",36,3.94924676418304
"20120901.tif",37,3.2051043510437
"20120902.tif",1,5.90330410003662
"20120902.tif",2,7.31387114524841
"20120902.tif",3,6.02051639556885
"20120902.tif",4,6.85810780525208
"20120902.tif",5,6.6757128238678
"20120902.tif",6,7.31387114524841
"20120902.tif",7,7.31387114524841
"20120902.tif",8,5.48727226257324
"20120902.tif",9,6.4350757598877
"20120902.tif",10,5.90330410003662
"20120902.tif",11,5.5029331445694
"20120902.tif",12,6.51285552978516
"20120902.tif",13,6.24201989173889
"20120902.tif",14,6.61251127719879
"20120902.tif",15,6.74739027023315
"20120902.tif",16,5.72843265533447
"20120902.tif",17,5.58821451663971
"20120902.tif",18,5.94178593158722
"20120902.tif",19,5.36755895614624
"20120902.tif",20,6.93023490905762
"20120902.tif",21,5.72843265533447
"20120902.tif",22,6.64524126052856
"20120902.tif",23,6.14669966697693
"20120902.tif",24,5.91253304481506
"20120902.tif",25,5.70048666000366
"20120902.tif",26,5.84515225887299
"20120902.tif",27,6.36883449554443
"20120902.tif",28,5.72843265533447
"20120902.tif",29,6.34070777893066
"20120902.tif",30,7.81771039962769
"20120902.tif",31,6.13933837413788
"20120902.tif",32,6.62639594078064
"20120902.tif",33,5.31936311721802
"20120902.tif",34,5.72843265533447
