"date","station_num","pm25"
"20020401.tif",1,13.1351146697998
"20020401.tif",2,11.9661231040955
"20020401.tif",3,10.9537267684937
"20020401.tif",4,11.0264539718628
"20020401.tif",5,11.039838552475
"20020401.tif",6,11.9661231040955
"20020401.tif",7,11.9661231040955
"20020401.tif",8,10.4711284637451
"20020401.tif",9,12.7052011489868
"20020401.tif",10,13.1351146697998
"20020401.tif",11,11.2193470001221
"20020401.tif",12,11.9035472869873
"20020401.tif",13,12.5549523830414
"20020401.tif",14,11.2883205413818
"20020401.tif",15,12.5236101150513
"20020401.tif",16,11.6081247329712
"20020401.tif",17,11.3571360111237
"20020401.tif",18,11.6667957305908
"20020401.tif",19,10.9401655197144
"20020401.tif",20,12.5279693603516
"20020401.tif",21,11.6081247329712
"20020401.tif",22,13.02565574646
"20020401.tif",23,12.2153122425079
"20020401.tif",24,12.3528060913086
"20020401.tif",25,12.2299132347107
"20020401.tif",26,11.9842426776886
"20020401.tif",27,12.2361698150635
"20020401.tif",28,11.6081247329712
"20020401.tif",29,12.0499429702759
"20020401.tif",30,11.257080078125
"20020401.tif",31,12.2865052223206
"20020401.tif",32,11.1709244251251
"20020401.tif",33,10.8436584472656
"20020401.tif",34,11.6081247329712
"20020401.tif",35,11.9000949859619
"20020401.tif",36,12.5549523830414
"20020401.tif",37,11.1097173690796
"20020402.tif",1,9.8094654083252
"20020402.tif",2,9.29681825637817
"20020402.tif",3,8.13739395141602
"20020402.tif",4,8.81301116943359
"20020402.tif",5,9.31320452690125
"20020402.tif",6,9.29681825637817
"20020402.tif",7,9.29681825637817
"20020402.tif",8,8.37504959106445
"20020402.tif",9,8.98582553863525
"20020402.tif",10,9.8094654083252
"20020402.tif",11,9.50862097740173
"20020402.tif",12,8.80030918121338
"20020402.tif",13,9.55914735794067
"20020402.tif",14,9.22612595558167
"20020402.tif",15,9.03711032867432
"20020402.tif",16,8.28637886047363
"20020402.tif",17,9.47367238998413
"20020402.tif",18,8.62428164482117
"20020402.tif",19,9.2316427230835
"20020402.tif",20,9.15643739700317
"20020402.tif",21,8.28637886047363
"20020402.tif",22,9.73520565032959
"20020402.tif",23,9.13938593864441
"20020402.tif",24,9.54629302024841
"20020402.tif",25,9.29187250137329
"20020402.tif",26,9.50933456420898
"20020402.tif",27,9.0767080783844
"20020402.tif",28,8.28637886047363
"20020402.tif",29,10.0022420883179
"20020402.tif",30,8.9234094619751
"20020402.tif",31,8.81992697715759
"20020402.tif",32,9.20533275604248
"20020402.tif",33,9.27577781677246
"20020402.tif",34,8.28637886047363
"20020402.tif",35,8.43596363067627
"20020402.tif",36,9.55914735794067
"20020402.tif",37,8.37714958190918
"20020403.tif",1,4.13668346405029
"20020403.tif",2,5.00158548355103
"20020403.tif",3,3.82949066162109
"20020403.tif",4,4.18010663986206
"20020403.tif",5,4.35811591148376
"20020403.tif",6,5.00158548355103
"20020403.tif",7,5.00158548355103
"20020403.tif",8,3.81730461120605
"20020403.tif",9,5.13772249221802
"20020403.tif",10,4.13668346405029
"20020403.tif",11,3.98501527309418
"20020403.tif",12,4.57380390167236
"20020403.tif",13,4.96784460544586
"20020403.tif",14,4.41993427276611
"20020403.tif",15,4.84747076034546
"20020403.tif",16,4.15665817260742
"20020403.tif",17,4.30554091930389
"20020403.tif",18,4.1489816904068
"20020403.tif",19,4.15675687789917
"20020403.tif",20,4.69647765159607
"20020403.tif",21,4.15665817260742
"20020403.tif",22,4.84965419769287
"20020403.tif",23,4.70090651512146
"20020403.tif",24,4.58891534805298
"20020403.tif",25,4.30665683746338
"20020403.tif",26,4.78464257717133
"20020403.tif",27,4.65798282623291
"20020403.tif",28,4.15665817260742
"20020403.tif",29,5.06777143478394
"20020403.tif",30,4.06308078765869
"20020403.tif",31,4.7162321805954
"20020403.tif",32,4.31413269042969
"20020403.tif",33,4.22666788101196
"20020403.tif",34,4.15665817260742
"20020403.tif",35,4.72110176086426
"20020403.tif",36,4.96784460544586
